GEOID,m18_19.wtd_pct,m20_24.wtd_pct,m25_29.wtd_pct,m30_34.wtd_pct,m35_39.wtd_pct,m40_44.wtd_pct,m45_49.wtd_pct,m50_54.wtd_pct,m55_59.wtd_pct,m60_64.wtd_pct,m65_69.wtd_pct,m70_74.wtd_pct,m75_79.wtd_pct,m80_84.wtd_pct,m85.wtd_pct,f18_19.wtd_pct,f20_24.wtd_pct,f25_29.wtd_pct,f30_34.wtd_pct,f35_39.wtd_pct,f40_44.wtd_pct,f45_49.wtd_pct,f50_54.wtd_pct,f55_59.wtd_pct,f60_64.wtd_pct,f65_69.wtd_pct,f70_74.wtd_pct,f75_79.wtd_pct,f80_84.wtd_pct,f85.wtd_pct,totalpop_pct
42011000100,0.0032979326301913223,0.010240948693752,0.009807010189779457,0.007897680772300271,0.008244831575478305,0.008158043874683796,0.010110767142560238,0.008852345481039865,0.00685622836276617,0.004903505094889729,0.004729929693300712,0.0031243572286023054,0.0016489663150956611,0.0018225417166846782,0.0019093294174791864,0.0032979326301913223,0.009763616339382204,0.008027862323492034,0.006248714457204611,0.005467625150054034,0.007420348417930476,0.007593923819519491,0.007073197614752441,0.005684594402040305,0.005684594402040305,0.005337443598862271,0.0034715080317803387,0.003514901882177593,0.003601689582972102,0.005467625150054034,0.17925999599105727
42011000200,0.0015494553640300079,0.004438980232085969,0.004522734576087591,0.004313348716083536,0.003978331340077048,0.0034339281040665043,0.004187717200081103,0.0036433139640705595,0.0033082965880640715,0.0033082965880640715,0.0023032444600446064,0.0017588412240340634,0.001465701020028386,0.001465701020028386,0.0012144379880235198,0.0023451216320454177,0.0083754344001622065,0.00891983763617275,0.0056952953921103,0.003936454168076236,0.0047321204360916466,0.004522734576087591,0.004899629124094891,0.00527652367210219,0.005485909532106245,0.003978331340077048,0.002805770524054339,0.0023032444600446064,0.0025963846640502837,0.0018844727400364962,0.11264959268218167
42011000300,0.001865935567156582,0.00334132648072225,0.003471508031919222,0.002733812575136387,0.002647024874338407,0.002690418724737397,0.00334132648072225,0.002647024874338407,0.0029941756775303287,0.001909329417555572,0.0013452093623686984,3.9054465359091245e-4,8.678770079798055e-4,4.77332354388893e-4,3.471508031919222e-4,0.0015621786143636498,0.0030809633783283087,0.002690418724737397,0.0031243572287272996,0.002950781827131338,0.0031243572287272996,0.0036016895831161924,0.00334132648072225,0.0025602371735404263,0.0019961171183535526,0.001475390913565669,8.678770079798055e-4,9.112708583787957e-4,9.112708583787957e-4,6.075139055858637e-4,0.06387574778731368
42011000400,0.0027772064254226003,0.006205320606803621,0.006075139055611937,0.006031745205214709,0.005641200551639656,0.005901563654023024,0.0048601112444895496,0.004426172740517268,0.004122415787736672,0.0032111449293948813,0.0015621786143002125,0.0011716339607251594,9.112708583417905e-4,7.37695456752878e-4,3.905446535750531e-4,0.003384720330983794,0.006161926756406394,0.006205320606803621,0.005944957504420254,0.006161926756406394,0.005901563654023024,0.005511019000447972,0.005207262047667375,0.004643141992503409,0.004122415787736672,0.002299874071053091,0.002169692519861406,0.001475390913505756,9.112708583417905e-4,6.943016063556501e-4,0.11482012815106561
42011000500,0.002386661771842353,0.008027862323469732,0.004599748142096171,0.005380837449244578,0.005120474346861775,0.004686535842890438,0.004773323543684706,0.004816717394081839,0.0034281141813735615,0.002994175677402224,0.001084846259928342,0.0016923601654882136,0.0016923601654882136,4.3393850397133675e-4,6.509077559570053e-4,0.0019961171182681496,0.005380837449244578,0.006118532905995849,0.0058581698036130475,0.004903505094876106,0.005641200551627379,0.005163868197258909,0.005207262047656042,0.004209203488521967,0.0027338125750194222,0.0022998740710480853,0.0016923601654882136,0.0015621786142968129,0.0013452093623111444,0.001518784763899679,0.10739977973290588
42011000600,0.011225722438018998,0.013317206846623299,0.002603684671935966,0.0020061176980490226,0.0020488010533266615,0.002390267895547772,0.0032012516458229086,0.0041829688172086,0.0038415019749874903,0.003542718488044019,0.002176851119159578,0.0014085507241620799,0.0014512340794397185,0.0015366007899949962,0.0010244005266633307,0.015920891518559264,0.013061106714957468,0.0029451515141570763,0.002603684671935966,0.0022195344744372165,0.0034146684222111025,0.0037561352644322125,0.0036707685538769352,0.003371985066933464,0.0035854018433216575,0.0019207509874937451,0.0020488010533266615,0.002176851119159578,0.0022622178297148554,0.0015366007899949962,0.12045242859349664
42011000700,0.0033847203309607062,0.008244831575417104,0.007290166866684597,0.005424231299616516,0.0048167173940594655,0.006205320606761293,0.006205320606761293,0.005597806701204244,0.003818658834930027,0.0029073879765944524,0.0020395109686558097,0.0015621786142895565,9.546647087325067e-4,9.112708583355746e-4,5.641200551601176e-4,0.0032111449293729774,0.008461800827401764,0.006205320606761293,0.005988351354776634,0.005771382102791973,0.006986409913906072,0.0066392591107306154,0.005424231299616516,0.004079021937311619,0.003124357228579113,0.0019093294174650135,0.0017357540158772847,0.0020395109686558097,8.678770079386423e-4,0.0010848462599233031,0.1234555043792719
42011000800,0.0037318711341474808,0.008635376229015682,0.008418406977030363,0.0069430160635301965,0.006552471409956623,0.004990292795662329,0.005337443598838839,0.004165809638118118,0.0028206002758091424,0.0027772064254120788,0.0013452093623089758,9.980585591324658e-4,8.244831575442108e-4,7.376954567500833e-4,4.339385039706373e-4,0.003341326480573907,0.008548588528221554,0.0083750131266333,0.006856228362736069,0.00663925911075075,0.006031745205191858,0.005684594402015348,0.004165809638118118,0.003558295732559226,0.0032545387797797793,0.0017357540158825491,0.001084846259926593,0.0013452093623089758,9.112708583383384e-4,9.980585591324658e-4,0.12124241800939606
42011000900,0.002039510968661895,0.004556354291691467,0.004252597338912037,0.003558295732559051,0.0036884772837502354,0.0049902927956620834,0.004512960441294406,0.005207262047647392,0.003558295732559051,0.0030375695277943117,0.002039510968661895,0.0012584216615147863,4.339385039706159e-4,4.339385039706159e-4,4.339385039706159e-4,0.002082904819058957,0.005294049748441515,0.004946898945265022,0.004643141992485591,0.0036450834333531744,0.004209203488514975,0.003731871134147298,0.0039054465357355435,0.003080963378191374,0.002907387976603127,0.0013886032127059713,6.943016063529856e-4,0.0011282401103236016,3.905446535735544e-4,6.50907755955924e-4,0.08670091309332907
42011001000,0.0032111449294001714,0.005988351354827347,0.004599748142113759,0.004946898945292156,0.0039054465357569648,0.004903505094894857,0.004903505094894857,0.0032979326301947704,0.0028206002758244743,0.0017357540158919845,0.0016923601654946848,8.678770079459923e-4,3.9054465357569654e-4,3.0375695278109726e-4,2.603631023837976e-4,0.0025602371734406767,0.005858169803635447,0.005207262047675953,0.004816717394100257,0.004946898945292156,0.006118532906019244,0.004252597338935362,0.003731871134167766,0.002473449472646078,0.002473449472646078,0.0015187847639054864,0.00112824011032979,7.810893071513931e-4,3.9054465357569654e-4,6.943016063567938e-4,0.09077993503115078
